espacio_cultural_id,provincia_id,localidad_id,observaciones,provincia,localidad,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,web,latitud,longitud,fuente,juridisccion,anio_de_creacion,descripcion_de_patrimonio,anio_de_inauguracion
300578,06,06861010,Código en Vicente López,Buenos Aires,Munro,Museo Del Cine Lumiton,Sargento Cabral 2354,B1605EEH,011,47219255,,,-34.528,-58.515868,DNPyM,Municipal,2005,Este museo es un homenaje al cine argentino en general y al producto en los estudios cinematográficos Lumiton en particular. Se busca recuperar el ámbito que durante cuatro décadas albergó a las más rutilantes estrellas de nuestra cinematografía.,1905
300057,06,06756010,Código en San Isidro,Buenos Aires,Beccar,Museo Lucy Mattos,Av. Libertador 17426,B1643CRO,011,47322585,,,-34.458953,-58.520181,DNPyM,Privada,,"Se exhibe la obra de Lucy Mattos, dibujos, escultura, joyería.",2012
300916,06,06805010,,Buenos Aires,Tigre,Museo Naval De La Nación,Paseo Victorica 602,B1648DVN,011,47490608,museonaval@ara.mil.ar,www.ara.mil.ar,-34.4124,-58.5868,DNPyM,Nacional,1892,"Historia de la navegación, desde la época primitiva hasta el presente. Armas, instrumentos náuticos, pinacoteca. Marina deportiva y comercial. Barcos originales poco comunes. Modelos a escala. Documentos y biblioteca.",1892
300083,06,06266020,,Buenos Aires,Capilla del Señor,Museo Del Periodismo Bonaerense,Rivadavia 477,B2812DII,,,,,-34.294305,-59.098521,DNPyM,Municipal,1976,"Periódicos de la provincia, objetos históricos relacionados con el periodismo bonaerense, antigua máquina impresora francesa de 1871.",1972
300917,06,06805010,,Buenos Aires,Tigre,Museo Histórico De La Prefectura Naval Argentina,Avda. Liniers 1264,B1648DAZ,011,47496161,,www.prefecturanaval.edu.ar/museo/,-34.421,-58.5878,DNPyM,Nacional,1985,"Historia de la institución: iconografía, uniformes, armas y explosivos; maquetas de embarcaciones y aviones; escudos, banderas.",1985
300370,06,06861010,Código en Vicente López,Buenos Aires,Florida,Museo De La Piedra Argentina,Esteban Echeverría 333,1602,011,47609138,,,-34.533,-58.4909,DNPyM,Privada,1975,Cristalografía en general; formaciones geológicas; paleontología.,1975
300981,06,06371010,Código en General San Martín,Buenos Aires,Villa Ballester,Museo Argentino De La Gaseosa (Mag),Lacroze 5063 5°A,B1653BFI,011,47646945,info@mag.org.ar,,-34.5472,-58.5553,DNPyM,Privada,,"Colección de botellas de gaseosas argentinas desde principios del siglo XX hasta la actualidad. Documentos , maquinarias y diversos objetos que se utilizaron en la industria de la gaseosa.",
300979,06,06756010,Código en San Isidro,Buenos Aires,Villa Adelina,Museo De La Palabra,Luis María Drago 2265,B1607CYC,011,47668746,,,-34.5202,-58.5522,DNPyM,Privada,1985,"Archivo de voces desde 1877 hasta el presente, de personalidades nacionales y extranjeras, de diferentes épocas y disciplinas, registradas en discos, cilindros, alambres de grabación, cintas abiertas y cassettes: O. Wilde, Sabin, Sartre, G. Spano, Neruda",1985
300973,06,06861010,,Buenos Aires,Vicente López,Museo Rómulo Raggio,Gaspar Campos 861,B1638ARO,011,47910868,,,-34.528,-58.4754,DNPyM,Privada,1983,"Pinturas, esculturas, cerámicas, grabados, dibujos y tapices de artistas argentinos contemporáneos. Del siglo XX",1983
300371,06,06861010,Código en Vicente López,Buenos Aires,Florida,Museo Forrajeria De La Familia García,Gral. José María Paz 1584,B1602AYD,011,47969556,,,-34.526868,-58.491632,DNPyM,Privada,2001,"Ambientación de época con la intención de preservar la memoria de la comunidad de Florida. La forrajería era un negocio típico de principos del siglo XX. Este negocio en particular inicia sus actividades en 1920. Integran la muestra, balanzas, básculas,",2001
300541,06,06756010,Código en San Isidro,Buenos Aires,Martínez,Museo Chavín De Huantar,Luis Sáenz Peña 2864,B1640ITF,011,47981835,,,-34.4987,-58.5006,DNPyM,Privada,1971,"Pintura argentina y latinoamericana. El museo lleva el nombre de Chavin por la arquitectura peruana y en honor al Perú. Además posee artesanías de todo tipo y colecciones de porcelanas europeas de los siglos XVIII, XIX y XX. Recuerdos de grandes personal",1971
300752,06,06371010,Código en General San Martín,Buenos Aires,San Andrés,Museo Histórico Regional Brigadier General Don Juan Manuel De Rosas,Diego Pombo 3324,B1651AFJ,011,48300683,,,-34.566183,-58.544521,DNPyM,,1992,Casa histórica construida por Rosas para su alojamiento.,
300982,06,06371010,Código en General San Martín,Buenos Aires,Villa Ballester,Museo Histórico José Hernández - Chacra Pueyrredón,Presbítero Carballo 5042 (Calle 111),B1653IPD,011,48475035,,,-34.5619,-58.5729,DNPyM,Municipal,,"Colecciones, relativas al combate de Perdriel (1806) y a José Hernández. Armas, mobiliario, elementos gauchescos.",1970
300538,06,06525020,,Buenos Aires,Marcos Paz,Museo De Arte Hispano Luso Americano Y Del Folklore,Hipólito Irigoyen 377,B1727BAG,0220,4771110,,,-34.7843,-58.8326,DNPyM,Privada,1948,"Imaginería, pintura, mobiliario y artesanía folklórica de textiles, cerámica, plumas, astas, metales, cuero y madera.",1948
301038,06,06427010,Código en La Matanza,Buenos Aires,Virrey del Pino,Museo Histórico Municipal Brigadier Gral. Don Juan Manuel De Rosas,"M. Herrera y Colastiné (Ruta Nac. Nro. 3, Km. 40.2)",1759,02202,494757,,,-34.853094,-58.656709,DNPyM,Municipal,1972,La casa que ocupa el museo fue propiedad del Virrey Joaquín del Pino y posteriormente de Juan Manuel de Rosas. En ella se firmó el pacto de cañuelas entre Rosas y Lavalle el 24 de junio de 1829. Hoy la Estancia del Pino es monumento histórico nacional.,
300452,06,06441030,,Buenos Aires,La Plata,Museo Y Galería Fotográfica Mugafo Centro Cultural Islas Malvinas,Calle 19 E/ 50 y 51,B1900TQU,0221,4176795,,,-34.926257,-57.961684,DNPyM,Municipal,,Orientación testimonial y documentalista. Conserva como archivo los cuadernos con las declaraciones de los visitantes y en formato digital todas las fotografías que formaron parte de la muestra.,
300456,06,06441030,,Buenos Aires,La Plata,Museo Provincial De Bellas Artes Emilio Pettoruti,Avda. 51 N° 525 E/5 y 6,B1900AVK,0221,4218619,,,-34.913773,-57.947692,DNPyM,Provincial,1926,"Pintura europea siglos XVII al XIX. Arte argentino fundamentalmente de las décadas del 30 al 40; esculturas, dibujos y grabados de los siglos XIX y XX.",1926
300462,06,06441030,,Buenos Aires,La Plata,Museo Gráfico E Histórico Del Club De Gimnasia Y Esgrima La Plata,4 N° 979,B1900TDT,0221,4222510,,,-34.913027,-57.945249,DNPyM,Privada,2004,"Historia institucional, social y deportiva del Club Gimnasia y Esgrima de La Plata.desde su fundación el 3 de junio de 1887 hasta la fecha.",2004
300474,06,06441030,,Buenos Aires,La Plata,Museo Policial,Calle 54 N° 393 Entre 2 y 3,B1900BDO,0221,4231876,,,-34.912075,-57.942017,DNPyM,Provincial,1949,"Reservorio histórico-institucional y demostrativo del quehacer criminalístico de la policia bonaerense y del cuerpo de bomberos. Archivo y biblioteca. Documentos relacionados con Juan Vucetich, creador del sistema dactiloscópico argentino.",2007
300464,06,06441030,,Buenos Aires,La Plata,Museo De La Plata,Paseo del Bosque S/N,1900,0221,4234910,,,-34.9106,-57.9416,DNPyM,Nacional,1884,"Ciencias naturales, antropología, arqueología y etnografía, más de tres millones y medio de piezas. El valor de las colecciones lo hacen uno de los museos de ciencias naturales más importantes del mundo. Conserva piezas únicas de incalculable valor cient",1888
300465,06,06441030,,Buenos Aires,La Plata,Museo Municipal De Arte,Calle 50 Entre 6 y 7. Pasaje Dardo Rocha,B1900ASW,0221,4235033,museomumart@yahoo.com.ar,,-34.9143,-57.9493,DNPyM,Municipal,1959,Grabados y obras de artistas plásticos nacionales y extranjeros.,1905
300453,06,06441030,,Buenos Aires,La Plata,Museo De Anatomía Veterinaria Dr. Víctor Manuel Arroyo,Calle 60 y 118,B1904AAO,0221,4236663,,,-34.91114,-57.930749,DNPyM,Nacional,1909,Piezas anatómicas disecadas y desecadas de animales domésticos y silvestres,
300472,06,06441030,,Buenos Aires,La Plata,Museo De Odontología Orestes Walter Siutti,50 E/ 1 y 15 - Facultad de Odontología,1900,0221,4236777,,,-34.908329,-57.943054,DNPyM,Nacional,,"La colección presenta la evolución de la odontologóa a travez de los tiempos, el instrumental utilizado, y los tratamientos. Hacer conocer a las nuevas generaciones como fueron sus orígenes. La exposición se lleva a cabo en base a asignaturas que se dict",2001
300458,06,06441030,,Buenos Aires,La Plata,Museo De Instrumentos Musicales Dr. Emilio Azzarini,Calle 45 Nro. 582,B1900ADX,0221,4240401,museo azzarini@hotmail.com,,-34.9113,-57.9537,DNPyM,Nacional,1985,"600 instrumentos musicales occidentales y etnográficos, de todas partes del mundo, desde el siglo XVII en adelante. Cajas de música y reproductores de sonido. Partituras, fonoteca y biblioteca especializada.",1989
300451,06,06441030,,Buenos Aires,La Plata,Museo De Historia De La Medicina Dr. Santiago Garostiague,Avda. 60 y 120 Facultad de Ciencias Médicas,1900,0221,4241596,,,-34.909535,-57.928953,DNPyM,Nacional,,"Su patrimonio está formado por donación de distintas cátedras de la facultad de medicina, hospitales de la región y de particulres. Consta de 2000 piezas. Instrumental de distintas especialidades médicas y de las diferentes técnicas terapéuticas utilizad",
300471,06,06441030,,Buenos Aires,La Plata,Museo Del Tango Platense Oscar A. Bozzarelli,15 Nº 1579,B1904CTG,0221,4242698,,,-34.932314,-57.944732,DNPyM,Privada,,"Colecciones de fotografías, instrumentos musicales, indumentaria y efectos personales de intérpretes locales (cantores, cancionistas, músicos y bailarines) y aparatos reproductores de sonido. Biblioteca de tango, lunfardo, cine y teatro nacional, partitu",1999
300459,06,06441030,,Buenos Aires,La Plata,Museo De La Artesanía Tradicional Argentina Y Latinoamericanajuan Alfonso Carrizo,Calle 2 N° 417,B1902CHQ,0221,4244684,,,-34.9111,-57.9433,DNPyM,Privada,1986,"Artesanías tradicionales de cada provincia o región. Colecciones de piezas artesanales en tejido, cuero, fibra vegetal, metales, madera, alfarería, imaginería, etc.",1990
300470,06,06441030,,Buenos Aires,La Plata,Museo De Física,"Calle 115, Entre 49 y 50 S/N",1900,0221,4246062,,,-34.907913,-57.942886,DNPyM,Nacional,1994,"Instrumentos de enseñanza de física, en su mayoría comprados en Alemania en 1906 (2000 objetos) para la creación del Instituto de Física de La Plata. Libros de física, revistas y documentos anteriores a 1930.",1998
300460,06,06441030,,Buenos Aires,La Plata,Museo José Juan Podestá,10 N° 727 Entre 46 y 47,B1900TIY,0221,4248457,,,-34.91512,-57.956169,DNPyM,Municipal,,"La casa del creador del teatro criollo rioplatense ""Don Pepe Podestá"", hubicada en el primer piso del Teatro Coliseo Podestá de La Plata, fue sin lugar a dudas el escenario propicio para la instalación del museo, que cuenta la historia del teatro naciona",1995
300064,06,06098010,,Buenos Aires,Berisso,Museo De La Soda Y El Sifón,60 N° 768 / 128 (Rotonda),B1924CKS,0221,4248537,,,-34.901699,-57.921988,DNPyM,Privada,,"La colección consta de 3800 sifones, máquinas de llenado antiguas, herramientas de sodería, cubre y porta sifones, publicidades, carteles enlozados, colección de botellas de gaseosas, sifoncitos de publicidad, botellas de soda, fotografías de soderías.",
300468,06,06441030,,Buenos Aires,La Plata,Museo De Arte Contemporáneo Beato Angélico,Calle 47 Entre 16 y Diag. 73,B1900AKQ,0221,4248906,museobangelico@ucalp.edu.ar,www.ucalp.edu.ar,-34.9216,-57.9616,DNPyM,Privada,1980,"Dibujos, pinturas, grabados, cerámicas, esculturas y murales.",1980
300461,06,06441030,,Buenos Aires,La Plata,Museo De Arte Contemporáneo Latinoamericano (Macla),50 E/ 6 y 7 Pasaje Dardo Rocha,B1900ASW,0221,4271843,,,-34.920184,-57.941166,DNPyM,Municipal,2003,El patrimonio del museo del Macla esta conformado principalmente por autores contemporaneos latinoamericanos. Su colección ha sido conformada por donaciones requeridas a los artistas quienes son cofundadores del museo.,2003
300467,06,06441030,,Buenos Aires,La Plata,Museo Eclesiástico Catedral,Calle 14 Entre 51 y 53,B1900DVL,0221,4273504,museo-catedral@yahoo.com.ar,www.catedraldelaplata.com,-34.9222,-57.9557,DNPyM,Provincial,1977,"Materiales y herramientas utilizadas para la construcción de la Catedral, proyectos y otros testimonios de la obra. Ilustraciones referidas a vitrales, sillería del coro, esculturas y detalles arquitectónicos. Historia de aspectos religiosos y la evoluci",1977
300455,06,06441030,,Buenos Aires,La Plata,Museo Almafuerte,Calle 66 530,B1904ASJ,0221,4275631,,,-34.9246,-57.9331,DNPyM,Municipal,1909,"Colecciones referidas a la vida y obra de Almafuerte. Mobiliario, obras de arte, objetos de uso y manuscritos del poeta.",1909
300385,06,06301010,,Buenos Aires,General Belgrano,Museo Histórico Municipal Alfredo E. Múlgura,Avda. Larrea 454,B7223GUO,,,,,-35.769121,-58.493413,DNPyM,Municipal,,"La colección proviene de la donación del Sr. Alfredo Múlgura. Contiene objetos líticos (morteros, piedras de boleadoras, etc.), gauchescos y rurales, fotografías de antiguos pobladores, artesanías. Colección de instrumentos musicales. Mobiliario de la pa",2001
300394,06,06322010,,Buenos Aires,Gral. la Madrid,Archivo Y Museo Histórico Juan Carlos Pacín,San Martín 545,B7406AMK,,,,,-37.252695,-61.259562,DNPyM,Municipal,,Consultar,1987
300473,06,06441030,,Buenos Aires,La Plata,Museo De Calcos,"Diagonal 78 N 680, Oficina 16",B1904BTD,0221,4276304,,,-34.922339,-57.94179,DNPyM,Nacional,2004,"Amplia y valiosa colección de esculturas y pinturas, el 90 % son de yeso-calcos; forman parte de los bienes patrimoniales que llegaron de Europa a fines del S. XIX, se trata de piezas de la historia del arte griego, romántico, gótico y renacentista.",2004
300463,06,06441030,,Buenos Aires,La Plata,Museo Del Automóvil Colección Rau,Av. 1 Nº 121 Entre 34 y 35,B1902CGC,0221,4276660,,,-34.896597,-57.960406,DNPyM,Privada,1988,,2010
300469,06,06441030,,Buenos Aires,La Plata,Archivo Histórico Y Museo Del Servicio Penitenciario Bonaerense,35 N° 535 E/ 5 y 6,B1902BBU,0221,4293892,,,-34.901463,-57.964068,DNPyM,Provincial,,"El acervo museológico esta integrado por colecciones de uniformes, armas, elementos de seguridad, como así también incluyen trabajos artesanales y artísticos de los internos alojados en las distintas unidades carcelarias. Su colección de arte esta integr",1994
300351,06,06245010,,Buenos Aires,Ensenada,Museo Contraalmirante Rafael E. Chalier,Río Santiago - Escuela Naval Militar,1927,0221,43172396,,,-34.84165,-57.893365,DNPyM,Nacional,1979,"Documentos del Alte. Brown (1814). Primer texto de astronomía escrito para los cadetes de la Escuela Naval Militar. Cosmografía de Munster (1558). Mobiliario (1881). Escudos, emblemas y distintivos navales, pabellones de combate, banderas y estandartes.",1979
300454,06,06441030,,Buenos Aires,La Plata,Museo De Historia Militar Teniente General Julio Argentino Roca,Calle 137 y 635,1909,0221,4501214,rimec7@uolsinectis.com.ar,,-35.001053,-57.902284,DNPyM,Nacional,1988,"Material fotográfico, uniformes, armas, banderas, objetos personales.",
300349,06,06245010,,Buenos Aires,Ensenada,Museo Y Biblioteca Juan Guarnieri - Casa Huarpe,Leandro N. Alem 1081,B1925BNS,0221,4602370,,,-34.850396,-57.92042,DNPyM,Privada,,"Colecciones dedicadas a los pueblos originarios y a los pescadores procedentes de Italia, Rusia, Alemania y Polonia que llegaron a la Argentina para radicarse en Ensenada. Recrea las costumbres e informa sobre labores y artesanías que realizaban.",
300065,06,06098010,,Buenos Aires,Berisso,Asociación 1871 Museo De Berisso,Av. 32 Esq. Montevideo,1923,0221,4613166,,,-34.877062,-57.856338,DNPyM,Privada,2005,"El museo pretende contener toda la historia de la ciudad, desde su formación con un saladero hasta la actualidad, con secciones dedicadas a los inmigrantes, a la literatura local, objetos de uso cotidiano, etc.",2012
300066,06,06098010,,Buenos Aires,Berisso,Museo Ornitolólogico Municipal De Berisso,Montevideo 821,B1923HMH,0221,4645574,,,-34.8687,-57.8837,DNPyM,Municipal,1986,"Aves taxidermizádas de la zona ribereña local, huevos, fotos, nidos, mariposas y un acuario con peces de la región.",1986
300350,06,06245010,,Buenos Aires,Ensenada,Museo Histórico Fuerte De La Ensenada De Barragán,Avda. Almirante Brown y Calle 60 Punta Lara,1925,0221,4691642,,,-34.8215,-57.9661,DNPyM,Municipal,,"Objetos relacionados con la historia del fuerte desde la instalación de la 1ra. Batería en 1731; cartografia de la época, mobiliario atribuídos al Almirante Guillermo Brown. Elementos del primer avión Douglas que aterrizó en la Antártida y de otras aeron",1965
300457,06,06441030,,Buenos Aires,La Plata,Museo Pictórico Indigenista Yana Kúntur,"Calle 516, N°2479 Entre 19 y 20",1900,0221,4842526,rodinfq@usa.net,,-34.8989,-58.0002,DNPyM,Privada,1966,"Retratos de aborígenes, personajes de las letras y músicos, realizados por la pintora Yana Kúntur. Objetos indígenas de arte, tejidos, cerámica, instrumentos de labor y musicales. Altar Mapuche.",1966
300307,06,06119050,,Buenos Aires,Coronel Brandsen,Micro Cosmo Museum 1Er. Complejo Museístico Mundial Del Microcosmos,Azcuénaga 926,B1980EIT,02223,3445628,,,-35.170389,-58.238246,DNPyM,Privada,1996,"Miniaturas y micromundo natural con más de dos millones de especímenes catalogados y clasificados. Aplica la más moderna tecnología. Historia de la microscopia. En las dependencias de este museo funcionan otros dedicados a especialidades como historia, c",2002
300518,06,06483040,,Buenos Aires,Lobos,Museo Y Biblioteca Provincial Presidente Juan Domingo Perón,Pte. Perón 482,B7240AAJ,02227,422843,,,-35.190349,-59.097169,DNPyM,,1953,El museo está dedicado integramente a recordar la vida del ex presidente J. D. Perón,
300369,06,06274010,,Buenos Aires,Florencio Varela,Museo Histórico Provincial Guillermo E. Hudson,"Calle 1356 (El Zaino), Entre Av. Hudson y 1379",1888,02229,497314,,,-34.80208,-58.264498,DNPyM,Provincial,,"Funcionan tres salas con libros, documentos y objetos vinculados a la vida de Guillermo Enrique Hudson. En el frente del rancho natal del gran escritor y naturalista, de más de 200 años de antigüedad, se emplazan dos esculturas realizadas por Oberdan Bru",
300489,06,06357120,Código en Sierra de los Padres,Buenos Aires,Laguna de Los Padres,Museo Municipal José Hernández,"Ruta 226 Km. 14,5",B7601XAD,0223,4631394,,,-37.956443,-57.771628,DNPyM,Municipal,1964,"Material lítico de procedencia Pampeana, cerámica del Norte Argentino, herramientas rurales de los siglos XIX y XX. Armas, plaquetas y medallas conmemorativas. Ediciones del libro Martín Fierro en varios idiomas. Elementos de uso cotidiano.",1964
300114,06,06357080,,Buenos Aires,Chapadmalal,Museo Unidad Turística Chapadmalal Eva Perón,Ruta Nº 11 Km 33.5 Hotel Nº 5.,5857,0223,4699291,,,-38.178051,-57.651372,DNPyM,Nacional,,"Como punto de partida se cuenta la historia del complejo dentro del contexto histórico cultural del país de las décadas del 40´ y 50´, marcando hitos significativos como por ejemplo los planes quinquenales, las políticas desarrolladas para los obreros, e",
300466,06,06441030,,Buenos Aires,La Plata,Museo Y Archivo Dardo Rocha,Calle 50 N° 933,B1900ATK,,,,,-34.9212,-57.9566,DNPyM,Municipal,1951,"El museo ocupa parte de la antigua casa construida por Dardo Rocha y diseñada por Pedro Benoit. Colecciones relacionadas con la personalidad del Dr. Dardo Rocha y con la fundación de la ciudad de La Plata: mobiliario, vajilla, indumentaria, obras de arte",1952
300536,06,06357110,,Buenos Aires,Mar del Plata,Museo Municipal De Ciencias Naturales Lorenzo Scaglia,Avda. Libertad 3099,B7600HJB,0223,4738791,,,-37.955666,-57.617466,DNPyM,Municipal,1938,"Colecciones de zoología, principalmente de la región; paleontología de la provincia de Buenos Aires; arqueología del Noroeste Argentino y de Pampa-Patagonia; acuario de especies marinas y de agua dulce; mineralogía.",1939
300535,06,06357110,,Buenos Aires,Mar del Plata,Museo Municipal De Arte Juan Carlos Castagnino,Avda. Colón 1189 - Villa Ortiz Basualdo,B7600FXE,0223,4861636,,,-38.010598,-57.535927,DNPyM,Municipal,1949,"Pinturas, dibujos, esculturas, fotografías y grabados de artistas argentinos, 1920 hasta la actualidad. Obras de Juan Carlos Castagnino, pintura y dibujo. Mobiliario original belga y decoraciones de estilo art-nouveau.",1949
300534,06,06357110,,Buenos Aires,Mar del Plata,Centro Cultural Victoria Ocampo,Matheu 1851,B7602GAK,0223,4920569,gestion@cultura.mardelplata.cultura.com.ar,,-38.0199,-57.5528,DNPyM,Municipal,,"La villa es un edificio patrimonial, construido en 1912. Perteneció a Victoria Ocampo, intelectual, escritora, ensayista y editira de la Revista Sur.",
300537,06,06357110,,Buenos Aires,Mar del Plata,Archivo Museo Histórico Municipal Roberto T. Barili,Lamadrid 3870,B7602CQV,0223,4951200,,,-38.0208,-57.5528,DNPyM,Municipal,1969,"Archivo documental, expedientes municipales y judiciales desde fines del siglo XIX hasta 1980. Fotografías desde los orígenes de la ciudad hasta el presente; objetos pertenecientes a los primeros pobladores. Documentos, medallística, pinturas, hemeroteca",1969
300116,06,06217010,,Buenos Aires,Chascomus,Museo Pampeano,Avda. Lastra y Muñiz,B7130FRA,02241,430982,,,-35.577998,-58.017113,DNPyM,Municipal,1943,"Referidas a la zona Pampeana y a la localidad de Chascomús, desde sus orígenes hasta la actualidad: objetos de uso personal, vestimentas, mobiliario, adornos, pinturas, elementos religiosos, documentos, fotografías, armas, numismática, medallística, arte",1941
